22RV1	SRR8616169	ACH-000956
MFE280	SRR8615237	ACH-000192
MFE296	SRR8615236	ACH-000879
MFE319	SRR8615235	ACH-000988
MG63	SRR8615240	ACH-000359
MHHCALL2	SRR8615239	ACH-000020
MHHCALL3	SRR8615523	ACH-000032
MHHCALL4	SRR8615524	ACH-000156
MHHES1	SRR8615521	ACH-000391
MHHNB11	SRR8615522	ACH-000078
MIAPACA2	SRR8615519	ACH-000601
MINO	SRR8615520	ACH-000220
MJ	SRR8615517	ACH-000077
MKN1	SRR8615518	ACH-000351
MKN45	SRR8615515	ACH-000356
MKN74	SRR8615516	ACH-000758
MKN7	SRR8616068	ACH-000678
ML1	SRR8616067	ACH-000058
MM1S	SRR8616070	ACH-000763
MOLM13	SRR8616069	ACH-000362
MOLM16	SRR8616064	ACH-000369
MOLM6	SRR8616063	ACH-000321
MOLP2	SRR8616066	ACH-000453
MOLP8	SRR8616065	ACH-000745
MOLT13	SRR8616061	ACH-000795
MOLT16	SRR8616060	ACH-000918
MOLT3	SRR8615694	ACH-000964
MONOMAC1	SRR8615695	ACH-001129
MONOMAC6	SRR8615696	ACH-000006
MON	SRR8615697	ACH-001128
MORCPR	SRR8615698	ACH-000851
MPP89	SRR8615699	ACH-000319
MSTO211H	SRR8615700	ACH-000335
MUTZ3	SRR8615701	ACH-000084
MUTZ5	SRR8615686	ACH-000492
MV411	SRR8615687	ACH-000045
NALM19	SRR8615318	ACH-000130
NALM1	SRR8615314	ACH-000462
NALM6	SRR8615346	ACH-000938
NAMALWA	SRR8615345	ACH-000944
NB1	SRR8615344	ACH-000804
NB4	SRR8615343	ACH-000294
NCCSTCK140	SRR8615342	ACH-000110
NCIH1048	SRR8615341	ACH-000866
NCIH1092	SRR8615331	ACH-000514
NCIH1105	SRR8615329	ACH-000780
NCIH1155	SRR8615600	ACH-000980
NCIH1184	SRR8615901	ACH-000523
NCIH1299	SRR8615898	ACH-000510
NCIH1339	SRR8615899	ACH-000921
NCIH1341	SRR8615904	ACH-000129
NCIH1355	SRR8615905	ACH-000666
NCIH1373	SRR8615612	ACH-000845
NCIH1385	SRR8615616	ACH-000737
NCIH1395	SRR8615945	ACH-000327
NCIH1435	SRR8615589	ACH-000852
NCIH1436	SRR8615946	ACH-000830
NCIH1437	SRR8615944	ACH-000589
NCIH146	SRR8616188	ACH-000506
NCIH1563	SRR8616187	ACH-000892
NCIH1568	SRR8616190	ACH-000869
NCIH1573	SRR8616189	ACH-000916
NCIH1581	SRR8616192	ACH-000015
NCIH1618	SRR8616191	ACH-000179
NCIH1623	SRR8616062	ACH-000744
NCIH1648	SRR8615954	ACH-000766
NCIH1650	SRR8615987	ACH-000035
NCIH1651	SRR8615988	ACH-000893
NCIH1666	SRR8615989	ACH-000448
NCIH1693	SRR8615990	ACH-000021
NCIH1694	SRR8615983	ACH-000431
NCIH1703	SRR8615984	ACH-000747
NCIH1734	SRR8615985	ACH-000675
NCIH1755	SRR8615986	ACH-000282
NCIH1781	SRR8615979	ACH-000379
NCIH1792	SRR8615980	ACH-000496
NCIH1793	SRR8615611	ACH-000888
NCIH1819	SRR8615610	ACH-000033
NCIH1836	SRR8615609	ACH-000559
NCIH1838	SRR8615608	ACH-000733
NCIH1869	SRR8615615	ACH-000894
NCIH1876	SRR8615614	ACH-000586
NCIH1915	SRR8615613	ACH-000434
NCIH1930	SRR8615764	ACH-000870
NCIH1944	SRR8615603	ACH-000414
NCIH1963	SRR8615602	ACH-000729
NCIH196	SRR8615261	ACH-000752
NCIH1975	SRR8615260	ACH-000587
NCIH2004RT	SRR8615259	ACH-000533
NCIH2009	SRR8615258	ACH-000886
NCIH2023	SRR8615257	ACH-000781
NCIH2029	SRR8615256	ACH-000298
NCIH2030	SRR8615255	ACH-000521
NCIH2052	SRR8615254	ACH-000153
NCIH2066	SRR8615253	ACH-000727
NCIH2073	SRR8615252	ACH-000590
NCIH2077	SRR8615794	ACH-000010
NCIH2081	SRR8615601	ACH-000394
NCIH2085	SRR8615796	ACH-000451
NCIH2087	SRR8615802	ACH-000841
NCIH209	SRR8615604	ACH-000290
NCIH2106	SRR8615605	ACH-000904
NCIH2110	SRR8615606	ACH-000929
NCIH211	SRR8615607	ACH-000639
NCIH2122	SRR8615813	ACH-000311
NCIH2126	SRR8615814	ACH-000785
NCIH2170	SRR8616108	ACH-000481
NCIH2171	SRR8616107	ACH-000525
NCIH2172	SRR8616110	ACH-000924
NCIH2196	SRR8616109	ACH-000399
NCIH2227	SRR8616112	ACH-000610
NCIH2228	SRR8616111	ACH-000447
NCIH226	SRR8616114	ACH-000367
NCIH2286	SRR8616113	ACH-000912
NCIH2291	SRR8616106	ACH-000718
NCIH2342	SRR8616105	ACH-000951
NCIH2347	SRR8615537	ACH-000875
NCIH23	SRR8615538	ACH-000900
NCIH2405	SRR8615535	ACH-000121
NCIH2444	SRR8615536	ACH-000186
NCIH2452	SRR8615541	ACH-000092
NCIH2882	SRR8615542	ACH-000700
NCIH2887	SRR8615539	ACH-000251
NCIH28	SRR8615540	ACH-000648
NCIH292	SRR8615529	ACH-001075
NCIH3122	SRR8615530	ACH-000337
NCIH322	SRR8615807	ACH-000837
NCIH3255	SRR8615806	ACH-000109
NCIH358	SRR8615805	ACH-000860
NCIH441	SRR8615804	ACH-000638
NCIH446	SRR8615811	ACH-000800
NCIH460	SRR8615810	ACH-000463
NCIH508	SRR8615809	ACH-000360
NCIH510	SRR8615808	ACH-000871
NCIH520	SRR8615799	ACH-000395
NCIH522	SRR8615798	ACH-000343
NCIH524	SRR8616160	ACH-000816
NCIH526	SRR8616161	ACH-000767
NCIH596	SRR8616162	ACH-000628
NCIH647	SRR8616163	ACH-000378
NCIH650	SRR8616156	ACH-000945
NCIH660	SRR8616157	ACH-000177
NCIH661	SRR8616158	ACH-000853
NCIH684	SRR8616159	ACH-000089
NCIH69	SRR8616152	ACH-000358
NCIH716	SRR8616153	ACH-000491
NCIH727	SRR8615465	ACH-000775
NCIH747	SRR8615462	ACH-000403
NCIH810	SRR8615982	ACH-000789
NCIH82	SRR8615981	ACH-000355
NCIH838	SRR8615976	ACH-000416
NCIH841	SRR8615975	ACH-000292
NCIH854	SRR8615978	ACH-000710
NCIH889	SRR8615977	ACH-000297
NCIH929	SRR8615498	ACH-000050
NCIN87	SRR8615495	ACH-000427
NCO2	SRR8615446	ACH-000076
NH6	SRR8615447	ACH-000203
NHAHTDD	SRR8615444	ACH-001142
NIHOVCAR3	SRR8615445	ACH-000001
NMCG1	SRR8615442	ACH-000200
NOMO1	SRR8615443	ACH-000168
NUDHL1	SRR8615440	ACH-000388
NUDUL1	SRR8615441	ACH-000287
NUGC2	SRR8615449	ACH-000761
NUGC3	SRR8615450	ACH-000911
NUGC4	SRR8615244	ACH-000674
OAW28	SRR8615243	ACH-000116
OAW42	SRR8615514	ACH-000704
OC314	SRR8615513	ACH-000962
OCIAML2	SRR8615512	ACH-000113
OCIAML3	SRR8615242	ACH-000336
OCIAML5	SRR8615510	ACH-000065
OCILY19	SRR8615509	ACH-000124
OCILY3	SRR8615263	ACH-000158
OCIM1	SRR8615262	ACH-000751
OCIMY5	SRR8615223	ACH-000854
OCIMY7	SRR8615224	ACH-000436
OCUM1	SRR8615225	ACH-000247
OE19	SRR8615226	ACH-000679
OE21	SRR8615227	ACH-000544
OE33	SRR8615228	ACH-000383
OELE	SRR8615229	ACH-000494
ONCODG1	SRR8615230	ACH-000013
ONS76	SRR8615867	ACH-000776
OPM1	SRR8615543	ACH-000057
OPM2	SRR8615877	ACH-000024
OSRC2	SRR8615878	ACH-000159
OUMS23	SRR8615875	ACH-000296
OV56	SRR8615876	ACH-000091
OV7	SRR8615873	ACH-000688
OV90	SRR8615874	ACH-000291
OVCAR4	SRR8615870	ACH-000617
OVCAR8	SRR8615871	ACH-000696
OVISE	SRR8615879	ACH-000527
OVK18	SRR8615880	ACH-000947
OVKATE	SRR8615753	ACH-000443
OVMANA	SRR8615734	ACH-000646
OVSAHO	SRR8616155	ACH-000409
OVTOKO	SRR8616154	ACH-000663
P12ICHIKAWA	SRR8616149	ACH-000372
P31FUJ	SRR8616148	ACH-000770
P3HR1	SRR8616151	ACH-000707
PANC0203	SRR8616150	ACH-000042
PANC0213	SRR8615241	ACH-000031
PANC0327	SRR8615436	ACH-000139
PANC0403	SRR8615765	ACH-000235
PANC0504	SRR8615370	ACH-000093
PANC0813	SRR8615371	ACH-000417
PANC1005	SRR8615377	ACH-000060
PANC1	SRR8615685	ACH-000164
PATU8902	SRR8615691	ACH-000599
PATU8988S	SRR8615795	ACH-000022
PATU8988T	SRR8615359	ACH-000023
PC14	SRR8615640	ACH-000030
PC3	SRR8615641	ACH-000090
PC9	SRR8615301	ACH-000779
PECAPJ15	SRR8615670	ACH-000619
PECAPJ34CLONEC12	SRR8615299	ACH-000606
PECAPJ41CLONED2	SRR8615298	ACH-000732
PECAPJ49	SRR8615305	ACH-000735
PEER	SRR8615304	ACH-000519
PF382	SRR8615303	ACH-000937
PFEIFFER	SRR8615302	ACH-000140
PK1	SRR8615296	ACH-000307
PK45H	SRR8615295	ACH-000468
PK59	SRR8615969	ACH-000205
PL21	SRR8615970	ACH-000218
PLB985	SRR8615967	ACH-000034
PLCPRF5	SRR8615968	ACH-001318
PRECLH	SRR8615973	ACH-000170
PSN1	SRR8615974	ACH-000320
QGP1	SRR8615971	ACH-000347
RAJI	SRR8615972	ACH-000654
RCC10RGB	SRR8615964	ACH-000189
RCHACV	SRR8615965	ACH-000922
RCM1	SRR8615593	ACH-000565
RDES	SRR8615592	ACH-000041
RD	SRR8615595	ACH-000169
REC1	SRR8615594	ACH-000068
REH	SRR8615597	ACH-000960
RERFGC1B	SRR8615596	ACH-000144
RERFLCAD1	SRR8615599	ACH-000791
RERFLCAD2	SRR8615598	ACH-000774
RERFLCAI	SRR8615591	ACH-000261
RERFLCKJ	SRR8615590	ACH-000482
RERFLCMS	SRR8615993	ACH-000062
RERFLCSQ1	SRR8615797	ACH-000442
RH18	SRR8615718	ACH-000689
RH30	SRR8615722	ACH-000833
RH41	SRR8615800	ACH-000100
RI1	SRR8615801	ACH-000398
RKN	SRR8616094	ACH-000505
RKO	SRR8615803	ACH-000943
RL952	SRR8615743	ACH-000965
RL	SRR8615747	ACH-000371
RMGI	SRR8615439	ACH-000719
RMUGS	SRR8615438	ACH-000701
RPMI7951	SRR8615437	ACH-000348
RPMI8226	SRR8616028	ACH-000817
RPMI8402	SRR8615435	ACH-000636
RS411	SRR8615434	ACH-000874
RS5	SRR8615433	ACH-000531
RT112	SRR8615432	ACH-000473
RT4	SRR8615431	ACH-000242
RVH421	SRR8615430	ACH-000614
S117	SRR8615587	ACH-000037
SALE	SRR8616104	ACH-000064
SAOS2	SRR8616101	ACH-000410
SBC5	SRR8616102	ACH-000670
SCABER	SRR8616099	ACH-000839
SCC15	SRR8616100	ACH-000254
SCC25	SRR8616097	ACH-000188
SCC4	SRR8616098	ACH-000238
SCC9	SRR8616095	ACH-000181
SCLC21H	SRR8616096	ACH-000659
SEM	SRR8615750	ACH-000782
SET2	SRR8615749	ACH-000195
SF126	SRR8615752	ACH-000609
SF172	SRR8615751	ACH-000887
SF268	SRR8615746	ACH-000655
SF295	SRR8615745	ACH-000376
SF539	SRR8615748	ACH-000273
SF767	SRR8615330	ACH-000490
SH10TC	SRR8615744	ACH-000764
SH4	SRR8616090	ACH-000441
SHP77	SRR8615674	ACH-000790
SIGM5	SRR8615673	ACH-000112
SIHA	SRR8615676	ACH-000556
SIMA	SRR8615675	ACH-000099
SJSA1	SRR8615678	ACH-000748
SKBR3	SRR8615677	ACH-000017
SKCO1	SRR8615680	ACH-000400
SKES1	SRR8615679	ACH-000087
SKHEP1	SRR8615682	ACH-000361
SKLMS1	SRR8615681	ACH-000145
SKLU1	SRR8616050	ACH-000309
SKM1	SRR8616051	ACH-000373
SKMEL1	SRR8616048	ACH-000465
SKMEL24	SRR8616049	ACH-000822
SKMEL28	SRR8616054	ACH-000615
SKMEL30	SRR8616055	ACH-000810
SKMEL31	SRR8616052	ACH-000640
SKMEL3	SRR8616053	ACH-000423
SKMEL5	SRR8616056	ACH-000730
SKMES1	SRR8616057	ACH-000665
SKMM2	SRR8615503	ACH-000363
SKNAS	SRR8615502	ACH-000260
SKNBE2	SRR8615501	ACH-000312
SKNDZ	SRR8616147	ACH-000366
SKNEP1	SRR8615499	ACH-001192
SKNFI	SRR8615940	ACH-000341
SKNMC	SRR8615497	ACH-000039
SKNO1	SRR8615496	ACH-001656
SKNSH	SRR8615506	ACH-000149
SKOV3	SRR8615505	ACH-000811
SKPNDW	SRR8615859	ACH-001193
SKRC20	SRR8615860	ACH-000385
SKUT1	SRR8615861	ACH-000939
SLR20	SRR8615862	ACH-000127
SLR21	SRR8615863	ACH-000016
SLR23	SRR8615864	ACH-000246
SLR24	SRR8615865	ACH-000272
SLR25	SRR8615866	ACH-000300
SLR26	SRR8615851	ACH-000600
SNB75	SRR8615852	ACH-000504
SNGM	SRR8615574	ACH-000974
SNU1033	SRR8615573	ACH-000286
SNU1040	SRR8615576	ACH-000999
SNU1041	SRR8615575	ACH-000618
SNU1066	SRR8615570	ACH-000682
SNU1076	SRR8615525	ACH-000549
SNU1077	SRR8615572	ACH-000302
SNU1079	SRR8615571	ACH-000209
SNU1105	SRR8615566	ACH-000368
SNU1196	SRR8615565	ACH-000461
SNU1197	SRR8615938	ACH-000412
SNU119	SRR8615939	ACH-000635
SNU1214	SRR8615936	ACH-000715
SNU1272	SRR8615937	ACH-000513
SNU16	SRR8615934	ACH-000581
SNU175	SRR8615935	ACH-000989
SNU182	SRR8615932	ACH-000483
SNU1	SRR8615933	ACH-000932
SNU201	SRR8615930	ACH-000623
SNU213	SRR8615931	ACH-000266
SNU216	SRR8615309	ACH-000466
SNU245	SRR8615308	ACH-000268
SNU283	SRR8615307	ACH-000708
SNU308	SRR8615306	ACH-000141
SNU324	SRR8615313	ACH-000933
SNU349	SRR8615312	ACH-000907
SNU387	SRR8615311	ACH-000478
SNU398	SRR8615310	ACH-000221
SNU407	SRR8615317	ACH-000955
SNU410	SRR8615316	ACH-000517
SNU423	SRR8615654	ACH-000493
SNU449	SRR8615655	ACH-000420
SNU466	SRR8615656	ACH-000289
SNU46	SRR8615657	ACH-000500
SNU475	SRR8615650	ACH-000422
SNU478	SRR8615651	ACH-000377
SNU489	SRR8615652	ACH-000543
SNU503	SRR8615653	ACH-000683
SNU520	SRR8615658	ACH-000908
SNU5	SRR8615659	ACH-000303
SNU601	SRR8616025	ACH-000736
SNU61	SRR8616024	ACH-000532
SNU620	SRR8616027	ACH-000325
SNU626	SRR8616026	ACH-000370
SNU668	SRR8616029	ACH-000344
SNU685	SRR8615992	ACH-000407
SNU719	SRR8616031	ACH-000898
SNU738	SRR8616030	ACH-000807
SNU761	SRR8616023	ACH-000537
SNU81	SRR8616022	ACH-000991
SNU840	SRR8615473	ACH-000280
SNU869	SRR8615474	ACH-000182
SNU878	SRR8615471	ACH-000686
SNU886	SRR8615472	ACH-000316
SNU899	SRR8615477	ACH-000692
SNU8	SRR8615478	ACH-000460
SNUC1	SRR8615475	ACH-000722
SNUC2A	SRR8615476	ACH-000967
SNUC4	SRR8615619	ACH-000959
SNUC5	SRR8615466	ACH-000970
SQ1	SRR8616184	ACH-000553
SR786	SRR8615372	ACH-000338
ST486	SRR8615373	ACH-000567
STM9101	SRR8615374	ACH-001200
SU8686	SRR8615375	ACH-000114
SUDHL10	SRR8615376	ACH-000271
SUDHL1	SRR8615448	ACH-000664
SUDHL4	SRR8615378	ACH-000365
SUDHL5	SRR8615368	ACH-000660
SUDHL6	SRR8615369	ACH-000611
SUDHL8	SRR8615947	ACH-000656
SUIT2	SRR8616011	ACH-000652
SUPB15	SRR8615929	ACH-000059
SUPM2	SRR8615928	ACH-000226
SUPT11	SRR8615927	ACH-000122
SUPT1	SRR8615926	ACH-000953
SW1088	SRR8615925	ACH-000437
SW1116	SRR8615924	ACH-000489
SW1271	SRR8615245	ACH-000890
SW1353	SRR8615763	ACH-000418
SW1417	SRR8615563	ACH-000236
SW1463	SRR8615564	ACH-000470
SW1573	SRR8615561	ACH-000677
SW1710	SRR8615562	ACH-000566
SW1783	SRR8615567	ACH-000883
SW1990	SRR8615568	ACH-000155
SW403	SRR8616058	ACH-000820
SW480	SRR8616059	ACH-000842
SW48	SRR8615504	ACH-000958
SW579	SRR8615892	ACH-000163
SW620	SRR8615459	ACH-000651
SW780	SRR8615671	ACH-000384
SW837	SRR8615854	ACH-000421
SW900	SRR8615853	ACH-000669
SW948	SRR8615856	ACH-000680
T173	SRR8615855	ACH-000529
T24	SRR8615858	ACH-000018
T3M10	SRR8615857	ACH-000813
T3M4	SRR8616010	ACH-000085
T47D	SRR8615812	ACH-000147
T84	SRR8615829	ACH-000381
T98G	SRR8615830	ACH-000571
TALL1	SRR8615831	ACH-000197
TC71	SRR8615832	ACH-000424
TCCPAN2	SRR8615825	ACH-000502
TCCSUP	SRR8615826	ACH-000720
TE10	SRR8615827	ACH-000318
TE11	SRR8615828	ACH-000488
TE125T	SRR8615833	ACH-000079
TE14	SRR8615834	ACH-000726
TE159T	SRR8615620	ACH-000175
TE15	SRR8615222	ACH-000353
TE1	SRR8615464	ACH-000647
TE441T	SRR8615463	ACH-000772
TE4	SRR8615470	ACH-000917
TE5	SRR8615469	ACH-000408
TE617T	SRR8615468	ACH-000051
TE6	SRR8615467	ACH-000605
TE8	SRR8615390	ACH-000452
TE9	SRR8616128	ACH-000694
TEN	SRR8616092	ACH-000397
TF1	SRR8616093	ACH-000387
TGBC11TKB	SRR8615672	ACH-000949
THP1	SRR8616091	ACH-000146
TIG3TD	SRR8616088	ACH-001207
TM31	SRR8616089	ACH-000592
TM87	SRR8616086	ACH-000172
TO175T	SRR8616087	ACH-000125
TOLEDO	SRR8616084	ACH-000285
TOV112D	SRR8616085	ACH-000048
TOV21G	SRR8615729	ACH-000885
TT2609C02	SRR8615728	ACH-000716
TTC1240	SRR8615731	ACH-001210
TTC549	SRR8615730	ACH-001211
TTC642	SRR8615725	ACH-001212
TTC709	SRR8615724	ACH-000597
TT	SRR8615727	ACH-000561
TT	SRR8615726	ACH-001321
TUHR10TKB	SRR8615721	ACH-000459
TUHR14TKB	SRR8615720	ACH-000317
TUHR4TKB	SRR8615894	ACH-000495
TYKNU	SRR8615895	ACH-000430
U118MG	SRR8615688	ACH-000040
U178	SRR8615689	ACH-000208
U251MG	SRR8615690	ACH-000232
U266B1	SRR8615896	ACH-000626
U2OS	SRR8615692	ACH-000364
U343	SRR8615693	ACH-000036
U87MG	SRR8615723	ACH-000075
U937	SRR8615754	ACH-000406
UACC257	SRR8615340	ACH-000579
UACC62	SRR8615339	ACH-000425
UACC812	SRR8615338	ACH-000568
UACC893	SRR8615337	ACH-000554
UBLC1	SRR8615336	ACH-000741
UMUC1	SRR8615335	ACH-000834
UMUC3	SRR8615334	ACH-000522
UO31	SRR8615333	ACH-000428
UOK101	SRR8615332	ACH-000262
VCAP	SRR8618305	ACH-000115
VMCUB1	SRR8618300	ACH-000545
VMRCRCW	SRR8618317	ACH-000484
VMRCRCZ	SRR8618315	ACH-000171
WM115	SRR8618318	ACH-000304
WM1799	SRR8618316	ACH-000661
WM2664	SRR8618314	ACH-001239
WM793	SRR8618319	ACH-000827
WM88	SRR8618303	ACH-000899
WM983B	SRR8618302	ACH-000765
WSUDLCL2	SRR8618307	ACH-000534
YAPC	SRR8618306	ACH-000332
YD10B	SRR8618309	ACH-000723
YD15	SRR8618308	ACH-000836
YD38	SRR8618311	ACH-000762
YD8	SRR8618310	ACH-000630
YH13	SRR8618313	ACH-000469
YKG1	SRR8618312	ACH-000570
ZR751	SRR8618301	ACH-000097
ZR7530	SRR8618304	ACH-000828
